Global frequency set at 1000000000000 ticks per second
      0: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffed0.
gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 22.1.0.0
gem5 compiled Feb 22 2023 20:08:12
gem5 started Mar 15 2023 10:59:34
gem5 executing on rp09, pid 843937
command line: build/RISCV/gem5.opt --debug-flags=Registers configs/tutorial/two_level.py

64
Beginning simulation!
38071000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
38073000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38075000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a329.
38077000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38079000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x4.
38081000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38083000: system.cpu.[tid:0]: Setting integer register integer[18] (18) to 0x7a218.
38085000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38085000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffcc0.
38087000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
38091000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x72.
38091000: system.cpu.[tid:0]: Reading integer reg integer[22] (22) as 0xffffffffffffffff.
38093000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x4.
38093000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x3.
38097000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38099000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7f539.
38101000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38103000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f530.
38105000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7f539.
38105000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f530.
38107000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x3.
38109000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38111000: system.cpu.[tid:0]: Setting integer register integer[24] (24) to 0x749d8.
38113000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
38113000: system.cpu.[tid:0]: Reading integer reg integer[20] (20) as 0x747e0.
38113000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1f8.
38115000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1f8.
38115000: system.cpu.[tid:0]: Reading integer reg integer[19] (19) as 0x5e8.
38117000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a329.
38119000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x6c.
38121000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
38123000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x182ae.
38125000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38125000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7a218.
38127000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a329.
38127000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a32a.
38129000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x182ae.
38129000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
38131000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38133000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
38135000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38135000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
38137000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
38139000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcc0.
38139000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffca0.
38141000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38141000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a32a.
38145000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38145000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x3.
38149000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38149000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
38153000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38153000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38159000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38159000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0xa840000000000000.
38161000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x6c.
38161000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x6c.
38163000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38163000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x7a218.
38165000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38167000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x7f530.
38169000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0xa840000000000000.
38171000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7f530.
38173000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38175000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0x7f539.
38177000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xffffffffffffffff.
38179000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6c.
38179000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xffffffffffffffff.
38181000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
38183000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x81530.
38187000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x81530.
38187000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f539.
38191000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f539.
38191000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f53a.
38193000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
38193000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f53a.
38197000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f539.
38197000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6c.
38201000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
38203000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
38207000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38207000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
38209000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
38211000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38211000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x200.
38213000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x200.
38215000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xa.
38217000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6c.
38217000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xa.
38219000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6c.
38219000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x6c.
38221000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38223000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
38225000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38227000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a32a.
38229000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38231000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x3.
38233000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38235000: system.cpu.[tid:0]: Setting integer register integer[18] (18) to 0x7a218.
38237000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38237000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffcc0.
38239000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
38243000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x6c.
38243000: system.cpu.[tid:0]: Reading integer reg integer[22] (22) as 0xffffffffffffffff.
38245000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x3.
38245000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x2.
38249000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38251000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7f53a.
38253000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38255000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f530.
38257000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7f53a.
38257000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f530.
38259000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x2.
38261000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38263000: system.cpu.[tid:0]: Setting integer register integer[24] (24) to 0x749d8.
38265000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
38265000: system.cpu.[tid:0]: Reading integer reg integer[20] (20) as 0x747e0.
38265000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1f8.
38267000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1f8.
38267000: system.cpu.[tid:0]: Reading integer reg integer[19] (19) as 0x5e8.
38269000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a32a.
38271000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x64.
38273000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
38275000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x182ae.
38277000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38277000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7a218.
38279000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a32a.
38279000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a32b.
38281000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x182ae.
38281000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
38283000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38285000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
38287000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38287000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
38289000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
38291000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcc0.
38291000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffca0.
38293000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38293000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a32b.
38297000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38297000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x2.
38301000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38301000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
38305000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38305000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38311000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38311000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0xa840000000000000.
38313000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x64.
38313000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x64.
38315000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38315000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x7a218.
38317000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38319000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x7f530.
38321000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0xa840000000000000.
38323000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7f530.
38325000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38327000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0x7f53a.
38329000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xffffffffffffffff.
38331000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x64.
38331000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xffffffffffffffff.
38333000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
38335000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x81530.
38339000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x81530.
38339000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f53a.
38343000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f53a.
38343000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f53b.
38345000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
38345000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f53b.
38349000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f53a.
38349000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x64.
38353000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
38355000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
38359000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38359000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
38361000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
38363000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38363000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x200.
38365000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x200.
38367000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xa.
38369000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x64.
38369000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xa.
38371000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x64.
38371000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x64.
38373000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38375000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
38377000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38379000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a32b.
38381000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38383000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x2.
38385000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38387000: system.cpu.[tid:0]: Setting integer register integer[18] (18) to 0x7a218.
38389000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38389000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffcc0.
38391000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
38395000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x64.
38395000: system.cpu.[tid:0]: Reading integer reg integer[22] (22) as 0xffffffffffffffff.
38397000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x2.
38397000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x1.
38401000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38403000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7f53b.
38405000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38407000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f530.
38409000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7f53b.
38409000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f530.
38411000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x1.
38413000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38415000: system.cpu.[tid:0]: Setting integer register integer[24] (24) to 0x749d8.
38417000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
38417000: system.cpu.[tid:0]: Reading integer reg integer[20] (20) as 0x747e0.
38417000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1f8.
38419000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1f8.
38419000: system.cpu.[tid:0]: Reading integer reg integer[19] (19) as 0x5e8.
38421000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a32b.
38423000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x21.
38425000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
38427000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x182ae.
38429000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38429000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7a218.
38431000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a32b.
38431000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a32c.
38433000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x182ae.
38433000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
